Track Name,Tempo Mean,Chroma Mean,Chroma Std,RMS Mean,RMS Std,Mel Spectrogram Mean,Mel Spectrogram Std,Zero Crossing Rate Mean,Zero Crossing Rate Std,Spectral Centroid Mean,Spectral Centroid Std,Spectral Bandwidth Mean,Spectral Bandwidth Std,Spectral Contrast Mean,Spectral Contrast Std,Spectral Flatness Mean,Spectral Flatness Std,Spectral Rolloff Mean,Spectral Rolloff Std,Genre
Felekle Sohbet-Orhan Gencebay,198.76802884615384,0.28897795,0.2902741,0.1408318,0.031624977,4.218334,22.23378,0.12045860290527344,0.03698843069652339,2028.0276241052657,472.4685848002935,1819.3357870921748,255.67738055013612,25.185639585635826,13.946057198169479,0.0054462953,0.0068883984,3894.675121307373,816.232511313983,Arabesk
Gitti De Gitti-Orhan Gencebay,123.046875,0.3132819,0.29196194,0.080301404,0.037155632,1.4819713,9.827507,0.1304851531982422,0.039232601676282286,2255.6460431300743,420.8891452170513,2013.8075379100349,329.75972338762955,24.384370217476263,12.891193697606061,0.011206538,0.013470048,4268.654708862305,897.8603465334315,Arabesk
Ne Kaybederdin-Orhan Gencebay,107.666015625,0.30193377,0.29848498,0.10249144,0.026644994,2.3534813,12.612384,0.12387008666992187,0.0664182564412155,2704.7288746799927,830.1005081416645,2707.4265383146317,454.2012061362873,23.680202226010195,10.953063444789597,0.026334275,0.031991504,5840.586948394775,1752.736130132556,Arabesk
Seni Arıyorum-Orhan Gencebay,135.99917763157896,0.23446463,0.28512335,0.13419306,0.03150686,3.6848896,17.400986,0.13235893249511718,0.033361959699172265,2411.796918092833,390.07607587860053,2334.8357153490424,247.38543762796527,25.073278003233185,11.533974448689918,0.014174772,0.012649532,4841.084632873535,832.2537330847388,Arabesk
Gönül-Orhan Gencebay,135.99917763157896,0.29489264,0.28507078,0.14781053,0.035146795,4.8706403,20.991282,0.10428543090820312,0.015430373749230005,1964.8451910294048,217.56930433881385,2033.2879645403148,238.1503584495878,23.300088484379266,11.07165386995028,0.009838999,0.00650171,3824.3725776672363,617.6084154881432,Arabesk
İlk Göz Ağrım-Orhan Gencebay,117.45383522727273,0.35275307,0.2950753,0.100486204,0.04082574,2.1519637,14.806795,0.16589431762695311,0.07290711496040125,2677.185968427865,650.7167800549938,2204.6157010043084,255.27116930195027,24.074578722204606,13.84804078070541,0.019049663,0.019506777,4949.28897857666,975.0778109996858,Arabesk
Yağmur Olsan-Orhan Gencebay,99.38401442307692,0.30593747,0.28959402,0.09232388,0.028728282,1.8897057,9.172923,0.11368026733398437,0.03328498180793557,2112.685646431762,458.34632774886296,2131.9878724117807,326.40249226106374,24.744331217508428,12.79944925149918,0.009163694,0.011505884,4279.135322570801,1052.3576039266684,Arabesk
Maske-Orhan Gencebay,112.34714673913044,0.338577,0.29981577,0.2519728,0.07845378,14.6303425,95.66275,0.13801498413085939,0.06363363254321244,2967.5511331092375,734.0840657371292,2886.8082518386313,321.3986369605602,22.14384682215723,11.077264121313158,0.035296142,0.035380445,6570.1335525512695,1297.9365447254252,Arabesk
Çilekeş-Orhan Gencebay,123.046875,0.26947784,0.30880338,0.27314213,0.08348953,18.14555,110.169136,0.0864654541015625,0.04743056002134633,2106.47174048143,654.0175006041683,2365.3748862263574,416.84280179393573,23.020851319178306,10.690169586666316,0.01338202,0.024061164,4451.350479125977,1417.7102201092687,Arabesk
Bilseydim-Orhan Gencebay,143.5546875,0.2959898,0.29046002,0.089655355,0.026237724,1.7036651,9.573365,0.15655288696289063,0.07420454073945607,2911.883906292497,756.6722766578962,2621.466095791934,322.75235502046894,23.389554802217425,11.08043917518654,0.039794907,0.044083107,5900.69486618042,1359.409597923624,Arabesk
Gitme-Orhan Gencebay,103.359375,0.29832235,0.30182952,0.12490199,0.046179034,3.7101204,27.706758,0.12882766723632813,0.07646905057654114,2774.840787112723,769.4439377882035,2739.9018288356747,277.2349620960174,23.856646694847115,10.484345948767722,0.025856536,0.033932526,5914.371814727783,1264.7112972369544,Arabesk
