Track Name,Tempo Mean,Chroma Mean,Chroma Std,RMS Mean,RMS Std,Mel Spectrogram Mean,Mel Spectrogram Std,Zero Crossing Rate Mean,Zero Crossing Rate Std,Spectral Centroid Mean,Spectral Centroid Std,Spectral Bandwidth Mean,Spectral Bandwidth Std,Spectral Contrast Mean,Spectral Contrast Std,Spectral Flatness Mean,Spectral Flatness Std,Spectral Rolloff Mean,Spectral Rolloff Std,Genre
Deli Kızım Uyan-Şebnem Ferah,99.38401442307692,0.345452,0.2967969,0.20027351,0.051188644,9.030177,57.996906,0.12275924682617187,0.05522399390486476,2513.2003375909944,637.687330392429,2487.777906202321,324.125547783623,24.695597300728203,12.490352170965672,0.015976027,0.020306118,5188.887920379639,1261.8703068519371,Rock
İnce Buz Üstünde Yürüyorum (feat. Sebnem Ferah)-Cem Adrian,103.359375,0.44173476,0.28079844,0.21651669,0.035813067,9.802761,48.896484,0.11919288635253907,0.036236414297410764,2372.233276216549,361.50415779676894,2309.4017111215844,214.2334302456872,22.468590672690723,12.677092298258732,0.018486992,0.017422125,4643.189449310303,784.3087399275007,Rock
Babam Oğlum-Şebnem Ferah,92.28515625,0.35551456,0.2939198,0.21485968,0.061160445,9.365492,47.042984,0.16418914794921874,0.06688062967171793,2897.0466252831293,684.2584059885395,2598.303088132422,335.75304423364764,22.385406577352867,11.301109241435004,0.035556655,0.036999777,5682.923526763916,1304.5315393802493,Rock
Masum Değiliz-Şebnem Ferah,107.666015625,0.34042215,0.2974573,0.22146492,0.094746865,11.567338,64.07679,0.11729393005371094,0.05919653804754246,2606.5303108471535,665.3263104129732,2683.6748077494312,305.728839006039,24.338629383032973,12.10391488638917,0.017257564,0.018046936,5818.212604522705,1241.187961723408,Rock
Vazgeçtim Dünyadan-Şebnem Ferah,95.703125,0.3574726,0.3053403,0.2107178,0.07829573,10.495658,66.36713,0.1343555450439453,0.05813302447441094,2653.3280990011276,592.9821848609087,2603.6142091772535,302.3454245657989,22.882946462643172,11.9656285265938,0.021290304,0.02524315,5534.907989501953,1241.8705651763464,Rock
Eski-Şebnem Ferah,123.046875,0.34550884,0.29446182,0.28071848,0.08048823,18.385647,88.35936,0.11741867065429687,0.07668229177961645,2651.626552600662,849.76283757357,2712.0146378348873,312.67218797515915,23.779549631081693,11.118971032161184,0.021034459,0.02338096,5786.308135986328,1333.03180374032,Rock
Utangaç-Şebnem Ferah,143.5546875,0.3459605,0.28838578,0.25457072,0.07358487,14.357376,70.94261,0.1183349609375,0.05238597575855397,2592.268479537995,694.9993220734847,2680.0931644710327,400.9555515715305,23.447679745149024,11.932429506350948,0.021940786,0.022116017,5670.869979858398,1511.95203700065,Rock
Çocukken Sahip Olduğum Kırmızı Rugan Ayakkabılar-Şebnem Ferah,89.10290948275862,0.3716181,0.29624668,0.18793353,0.052760825,7.247602,33.446575,0.16271591186523438,0.06286293231877435,2996.6196489082313,642.2107123353635,2798.5413264375493,319.9766977755942,22.215531354155416,11.677249090865196,0.039802704,0.030249506,6370.791606903076,1242.9206523170508,Rock
Küllerinden-Şebnem Ferah,117.45383522727273,0.4173506,0.28071722,0.25969052,0.049068943,15.014155,76.33882,0.098779296875,0.045224890200427345,2198.905569960675,603.8086026390076,2367.9707436444805,394.65980311049117,22.61347245724869,12.94174989835612,0.015100336,0.01369454,4712.8947830200195,1384.4173054799749,Rock
İstiklal Caddesi Kadar-Şebnem Ferah,99.38401442307692,0.35900488,0.2962425,0.25339288,0.08927371,14.063487,72.73099,0.13630027770996095,0.07264746597053363,2731.5554159636586,742.1066806392455,2571.9966193567016,341.61482442075646,24.004869071403093,11.867885109937172,0.024062494,0.024683928,5583.416576385498,1320.9632639388772,Rock
Delgeç-Şebnem Ferah,95.703125,0.39283746,0.2871441,0.28877276,0.06299308,16.019474,67.469055,0.17280311584472657,0.05374496838259525,3190.778656866597,563.9991599523895,2754.2854483804795,294.96655822578714,21.861372517380577,11.699989949065134,0.05357092,0.035567302,6527.327899932861,1063.2573728547343,Rock
Durma-Şebnem Ferah,99.38401442307692,0.41022292,0.28535452,0.20585008,0.04444081,8.984713,51.710266,0.14089202880859375,0.0487731876070155,2934.434417419762,513.6860235720623,2725.9619438902614,252.75074804712847,22.184049742107227,12.456668122761704,0.0346322,0.025934,6176.875019073486,935.9128675216014,Rock
Koridor-Şebnem Ferah,151.99908088235293,0.3411974,0.2896869,0.27616027,0.04312941,17.01725,72.07201,0.09854927062988281,0.023060716620442498,2091.235954368132,355.2248929648347,2206.6534463543553,314.77144347871075,24.395571202058896,13.158965935751512,0.010257237,0.0106533235,4418.7983322143555,788.7256306666525,Rock
Çok Yorgunum-Şebnem Ferah,95.703125,0.26508528,0.29950786,0.16976365,0.0856885,6.5057807,41.644062,0.12701797485351562,0.06703456981296807,2617.937520016708,801.4740064675552,2542.7104410636534,462.67092936239885,26.643144781891632,11.647374711538086,0.010620853,0.022272615,5531.63595199585,1778.9484669459496,Rock
